Literature,Category,Variable,Unit,Trt_aCO2 ,Trt_eCO2 ,Trt_CO2_unit,Trt_aP,Trt_eP,Trt_P_unit,Sample Size,aCaP_mean,aCaP_pos,aCaP_neg,aCeP_mean,aCeP_pos,aCeP_neg,eCaP_mean,eCaP_pos,eCaP_neg,eCeP_mean,eCeP_pos,eCeP_neg,Confidence interval type,Species,Vegetation_type,Soil_weight_in_pot,Soil_weight_unit,Pot_volume ,Pot_volume_unit,Experiment_duration,Experimental_duration_unit,Mycorrhizae_Literature,Mycorrhizae,Soil_growth_condition,CO2_exposure_type
Imai and Adachi 1996,Biomass,Total plant P content ,ug g-1,350,700,ppm,0.6,600,uM,4,130.112,NA,NA,5759.724,NA,NA,126.326,NA,NA,6199.424,NA,NA,NA,Oryza sativa,Nonwoody,NA,NA,12,L,20,Days,Soudzilovshaia et al. 2019,NM-AM,restricted,chambers
Imai and Adachi 1996,Biomass,Total plant P content ,ug g-1,350,700,ppm,6,600,uM,4,639.723,NA,NA,5759.724,NA,NA,673.596,NA,NA,6199.424,NA,NA,NA,Oryza sativa,Nonwoody,NA,NA,12,L,20,Days,Soudzilovshaia et al. 2019,NM-AM,restricted,chambers
Imai and Adachi 1996,Biomass,Total plant P content ,ug g-1,350,700,ppm,60,600,uM,4,2129.568,NA,NA,5759.724,NA,NA,2892.524,NA,NA,6199.424,NA,NA,NA,Oryza sativa,Nonwoody,NA,NA,12,L,20,Days,Soudzilovshaia et al. 2019,NM-AM,restricted,chambers
Israel et al. 1990,Biomass,Total plant P content ,mg plant-1,350,700,ppm,0.1,0.5,mM KH2PO4 of 1 L,4,0.002219999,NA,NA,0.00573,NA,NA,0.002019998,NA,NA,0.005730001,NA,NA,NA,Glycine max,Nonwoody,NA,NA,NA,NA,27,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Jin et al. 2012,Biomass,Total plant P content ,mg plant-1,350,550,ppm,5,21,mg P kg-1 soil,4,1.135986733,NA,NA,7.014157014,NA,NA,1.500888099,NA,NA,7.68134715,NA,NA,NA,Cicer arietinum,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Jin et al. 2012,Biomass,Total plant P content ,mg plant-1,350,550,ppm,7,21,mg P kg-1 soil,4,2.555555556,NA,NA,7.014157014,NA,NA,3.40839304,NA,NA,7.68134715,NA,NA,NA,Cicer arietinum,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Jin et al. 2012,Biomass,Total plant P content ,mg plant-1,350,550,ppm,9,21,mg P kg-1 soil,4,3.548387097,NA,NA,7.014157014,NA,NA,4.386174017,NA,NA,7.68134715,NA,NA,NA,Cicer arietinum,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Jin et al. 2012,Biomass,Total plant P content ,mg plant-1,350,550,ppm,13,21,mg P kg-1 soil,4,5.067934783,NA,NA,7.014157014,NA,NA,6.462984724,NA,NA,7.68134715,NA,NA,NA,Cicer arietinum,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Jin et al. 2012,Biomass,Total plant P content ,mg plant-1,350,550,ppm,5,21,mg P kg-1 soil,4,22.27146814,NA,NA,1.601731602,NA,NA,22.44816587,NA,NA,1.708569405,NA,NA,NA,Pisum sativum ,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Jin et al. 2012,Biomass,Total plant P content ,mg plant-1,350,550,ppm,7,21,mg P kg-1 soil,4,5.474452555,NA,NA,1.601731602,NA,NA,6.673041459,NA,NA,1.708569405,NA,NA,NA,Pisum sativum ,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Jin et al. 2012,Biomass,Total plant P content ,mg plant-1,350,550,ppm,9,21,mg P kg-1 soil,4,3.944599423,NA,NA,1.601731602,NA,NA,3.660558464,NA,NA,1.708569405,NA,NA,NA,Pisum sativum ,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Jin et al. 2012,Biomass,Total plant P content ,mg plant-1,350,550,ppm,13,21,mg P kg-1 soil,4,2.186961431,NA,NA,1.601731602,NA,NA,1.934442626,NA,NA,1.708569405,NA,NA,NA,Pisum sativum ,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Pandey et al. 2015,Biomass,Total plant P content ,mg plant-1,380,700,ppm,2,500,uM,3,0.034999987,0.039999998,0.029999989,0.189999979,0.214816147,0.167585169,0.020000014,0.022432277,0.017831423,0.229999994,0.240000028,0.21999999,SE,Secale cereale,Nonwoody,16,L,0.02025,dm3,15,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Pandey et al. 2015,Biomass,Total plant P content ,mg plant-1,380,700,ppm,2,500,uM,3,0.040000002,0.045218578,0.035383655,0.177999962,0.217993454,0.14534386,0.030000007,0.035320194,0.025481169,0.389999954,0.409594602,0.371098718,SE,Triticum aestivum,Nonwoody,16,L,0.02025,dm3,15,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Pandey et al. 2015,Biomass,Total plant P content ,mg plant-1,380,700,ppm,2,500,uM,3,0.04700002,0.050000002,0.044000033,0.28999998,0.299999997,0.28,0.080000023,0.090000006,0.070000041,0.359999963,0.383374554,0.337789795,SE,Triticum durum,Nonwoody,16,L,0.02025,dm3,15,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Singh et al. 2014,Biomass,Total plant P content ,mg plant-1,400,800,ppm,0.01,0.5,mM P,12,16.159,NA,NA,81.504,NA,NA,15.232,NA,NA,97.92,NA,NA,NA,Glycine max,Nonwoody,NA,NA,7.6,L,30,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Singh et al. 2014,Biomass,Total plant P content ,mg plant-1,400,800,ppm,0.1,0.5,mM P,12,33.528,NA,NA,81.504,NA,NA,31.871,NA,NA,97.92,NA,NA,NA,Glycine max,Nonwoody,NA,NA,7.6,L,30,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Singh et al. 2014,Biomass,Total plant P content ,mg plant-1,400,800,ppm,0.01,0.5,mM P,14,30.525,NA,NA,229.5,NA,NA,23.735,NA,NA,260,NA,NA,NA,Glycine max,Nonwoody,NA,NA,7.6,L,45,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Singh et al. 2014,Biomass,Total plant P content ,mg plant-1,400,800,ppm,0.1,0.5,mM P,14,77.463,NA,NA,229.5,NA,NA,83.681,NA,NA,260,NA,NA,NA,Glycine max,Nonwoody,NA,NA,7.6,L,45,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Singh et al. 2014,Biomass,Total plant P content ,mg plant-1,400,800,ppm,0.01,0.5,mM P,14,74.947,NA,NA,827.844,NA,NA,62.875,NA,NA,1081.953,NA,NA,NA,Glycine max,Nonwoody,NA,NA,7.6,L,100,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Singh et al. 2014,Biomass,Total plant P content ,mg plant-1,400,800,ppm,0.1,0.5,mM P,14,299.081,NA,NA,827.844,NA,NA,308.454,NA,NA,1081.953,NA,NA,NA,Glycine max,Nonwoody,NA,NA,7.6,L,100,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Almeida et al. 1999,Biomass,Total plant N content,g plant-1,350,700,ppm,0.0027,2,mM P,4,35.42562,NA,NA,254.87696,NA,NA,37.88772,NA,NA,265.86846,NA,NA,NA,Trifolium repens,Nonwoody,NA,NA,0.00875,dm3,30,Days,Soudzilovshaia et al. 2019,AM,Restricted,Chambers
Almeida et al. 1999,Biomass,Total plant N content,g plant-1,350,700,ppm,0.075,2,mM P,4,76.94544,NA,NA,254.87696,NA,NA,71.11025,NA,NA,265.86846,NA,NA,NA,Trifolium repens,Nonwoody,NA,NA,0.00875,dm3,30,Days,Soudzilovshaia et al. 2019,AM,Restricted,Chambers
Almeida et al. 1999,Biomass,Total plant N content,g plant-1,350,700,ppm,0.67,2,mM P,4,210.51576,NA,NA,254.87696,NA,NA,177.5664,NA,NA,265.86846,NA,NA,NA,Trifolium repens,Nonwoody,NA,NA,0.00875,dm3,30,Days,Soudzilovshaia et al. 2019,AM,Restricted,Chambers
Jin et al. 2015,Biomass,Total plant N content,mg plant-1,390,565,ppm,15,60,mg P kg-1 soil,4,199.3982,223.8708,176.4123,289.976,321.09,265.095,200.3424,223.335,175.338,363.5817,404.9406,316.5,SE,Pisum sativum,Nonwoody,13000,g,0.010602875,dm3,122,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Almeida et al. 1999,Biomass,Root P content,mg plant-1,350,700,ppm,0.0027,2,mM P,4,0.24,NA,NA,42.3271,NA,NA,0.404,NA,NA,40.474,NA,NA,NA,Trifolium repens,Nonwoody,NA,NA,0.00875,dm3,30,Days,Soudzilovshaia et al. 2019,AM,Restricted,Chambers
Almeida et al. 1999,Biomass,Root P content,mg plant-1,350,700,ppm,0.075,2,mM P,4,1.3552,NA,NA,42.3271,NA,NA,1.971,NA,NA,40.474,NA,NA,NA,Trifolium repens,Nonwoody,NA,NA,0.00875,dm3,30,Days,Soudzilovshaia et al. 2019,AM,Restricted,Chambers
Almeida et al. 1999,Biomass,Root P content,mg plant-1,350,700,ppm,0.67,2,mM P,4,20.7192,NA,NA,42.3271,NA,NA,34.916,NA,NA,40.474,NA,NA,NA,Trifolium repens,Nonwoody,NA,NA,0.00875,dm3,30,Days,Soudzilovshaia et al. 2019,AM,Restricted,Chambers
Fleisher et al. 2013,Biomass,Root P content,g plant-1,400,800,ppm,0.2,1.8,g pot-1,4,0.00564,NA,NA,0.03668,NA,NA,0.002618,NA,NA,0.021735,NA,NA,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Biomass,Root P content,g plant-1,400,800,ppm,0.61,1.8,g pot-1,4,0.009711,NA,NA,0.03668,NA,NA,0.007272,NA,NA,0.021735,NA,NA,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Biomass,Root P content,g plant-1,400,800,ppm,0.2,1.8,g pot-1,4,0.008834,NA,NA,0.053716,NA,NA,0.007755,NA,NA,0.04444,NA,NA,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Biomass,Root P content,g plant-1,400,800,ppm,1.2,1.8,g pot-1,4,0.02208,NA,NA,0.053716,NA,NA,0.010024,NA,NA,0.04444,NA,NA,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Jin et al. 2012,Nutrient Ratio,Root NP ratio,unitless,350,550,ppm,5,21,mg P kg-1 soil,4,11.92307692,NA,NA,7.022900763,NA,NA,9.875,NA,NA,7.459016393,NA,NA,NA,Cicer arietinum,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Jin et al. 2012,Nutrient Ratio,Root NP ratio,unitless,350,550,ppm,7,21,mg P kg-1 soil,4,8.913043478,NA,NA,7.022900763,NA,NA,9.318181818,NA,NA,7.459016393,NA,NA,NA,Cicer arietinum,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Jin et al. 2012,Nutrient Ratio,Root NP ratio,unitless,350,550,ppm,9,21,mg P kg-1 soil,4,8.58490566,NA,NA,7.022900763,NA,NA,8.901098901,NA,NA,7.459016393,NA,NA,NA,Cicer arietinum,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Jin et al. 2012,Nutrient Ratio,Root NP ratio,unitless,350,550,ppm,13,21,mg P kg-1 soil,4,7.936507937,NA,NA,7.022900763,NA,NA,8.608695652,NA,NA,7.459016393,NA,NA,NA,Cicer arietinum,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Jin et al. 2012,Nutrient Ratio,Root NP ratio,unitless,350,550,ppm,5,21,mg P kg-1 soil,4,14.66666667,NA,NA,13.7414966,NA,NA,14.08,NA,NA,12.48175182,NA,NA,NA,Pisum sativum ,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Jin et al. 2012,Nutrient Ratio,Root NP ratio,unitless,350,550,ppm,7,21,mg P kg-1 soil,4,11.36986301,NA,NA,13.7414966,NA,NA,13.38129496,NA,NA,12.48175182,NA,NA,NA,Pisum sativum ,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Jin et al. 2012,Nutrient Ratio,Root NP ratio,unitless,350,550,ppm,9,21,mg P kg-1 soil,4,12.53333333,NA,NA,13.7414966,NA,NA,12.53521127,NA,NA,12.48175182,NA,NA,NA,Pisum sativum ,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Jin et al. 2012,Nutrient Ratio,Root NP ratio,unitless,350,550,ppm,13,21,mg P kg-1 soil,4,12.78911565,NA,NA,13.7414966,NA,NA,13.11594203,NA,NA,12.48175182,NA,NA,NA,Pisum sativum ,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Whitehead et al. 1997,Nutrient Ratio,Root NP ratio,unitless,355,539,ppm,0,20,kg P ha-1 yr-1,5,20.11111111,23.95604396,16.17977528,10.07142857,9.523809524,11.71428571,11.75,11.91666667,11.25,15.4,16.07142857,13.83333333,SE,Calluna vulgaris,Nonwoody,NA,NA,NA,NA,240,Days,Soudzilovshaia et al. 2019,ERM,restricted,chambers
Whitehead et al. 1997,Nutrient Ratio,Root NP ratio,unitless,355,539,ppm,0,20,kg P ha-1 yr-1,5,12.75,16.23076923,8.636363636,3.586206897,3.914285714,2.958333333,14.81818182,15.58333333,13.9,3.391304348,4.04,2.75,SE,Pteridium aquilinum,Nonwoody,NA,NA,NA,NA,190,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Wolf 1996,Biomass,Root P content,g m-2,315,695,ppm,0.1,1,optimal P,3,0.0011895,NA,NA,0.002158,NA,NA,0.0011984,NA,NA,0.005088,NA,NA,NA,Vicia Faba,Nonwoody,NA,NA,20,L,105,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Wolf 1996,Biomass,Root P content,g m-2,315,695,ppm,0.3,1,optimal P,3,0.0016445,NA,NA,0.002158,NA,NA,0.0012992,NA,NA,0.005088,NA,NA,NA,Vicia Faba,Nonwoody,NA,NA,20,L,105,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2012,Nutrient Ratio,Leaf NP ratio,unitless,400,800,ppm,0.2,1.8,g pot-1,4,34.15384615,37.72727273,31.46666667,9.864864865,10.48484848,9.475,31.57142857,35.25,31.26666667,7.459459459,8.866666667,6.477272727,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2012,Nutrient Ratio,Leaf NP ratio,unitless,400,800,ppm,0.61,1.8,g pot-1,4,18.70588235,18.3125,17.1,9.864864865,10.48484848,9.475,16.57142857,16,17.125,7.459459459,8.866666667,6.477272727,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2012,Nutrient Ratio,Leaf NP ratio,unitless,400,800,ppm,0.2,1.8,g pot-1,4,72.77777778,90.14285714,62,16.41176471,34.46666667,11.43396226,32.94736842,37.625,31.19047619,12.87179487,14.24242424,12.34883721,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2012,Nutrient Ratio,Leaf NP ratio,unitless,400,800,ppm,1.2,1.8,g pot-1,4,31.19047619,51.16666667,22.12903226,16.41176471,34.46666667,11.43396226,23.82608696,27.42105263,21.25925926,12.87179487,14.24242424,12.34883721,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Nutrient Ratio,Leaf NP ratio,unitless,400,800,ppm,0.2,1.8,g pot-1,4,37.25,NA,NA,9.837837838,NA,NA,34.15384615,NA,NA,7.432432432,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Nutrient Ratio,Leaf NP ratio,unitless,400,800,ppm,0.61,1.8,g pot-1,4,18.76470588,NA,NA,9.837837838,NA,NA,15.66666667,NA,NA,7.432432432,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Nutrient Ratio,Leaf NP ratio,unitless,400,800,ppm,0.2,1.8,g pot-1,4,72.66666667,NA,NA,19.38235294,NA,NA,34.94444444,NA,NA,12.87179487,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Nutrient Ratio,Leaf NP ratio,unitless,400,800,ppm,1.2,1.8,g pot-1,4,26.0952381,NA,NA,19.38235294,NA,NA,23.68181818,NA,NA,12.87179487,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Jin et al. 2012,Nutrient Ratio,Leaf NP ratio,unitless,350,550,ppm,5,21,mg P kg-1 soil,4,13.78947368,NA,NA,7.074829932,NA,NA,14.31818182,NA,NA,7.734375,NA,NA,NA,Cicer arietinum,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Jin et al. 2012,Nutrient Ratio,Leaf NP ratio,unitless,350,550,ppm,7,21,mg P kg-1 soil,4,8.175182482,NA,NA,7.074829932,NA,NA,10.99173554,NA,NA,7.734375,NA,NA,NA,Cicer arietinum,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Jin et al. 2012,Nutrient Ratio,Leaf NP ratio,unitless,350,550,ppm,9,21,mg P kg-1 soil,4,7.553956835,NA,NA,7.074829932,NA,NA,9.25,NA,NA,7.734375,NA,NA,NA,Cicer arietinum,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Jin et al. 2012,Nutrient Ratio,Leaf NP ratio,unitless,350,550,ppm,13,21,mg P kg-1 soil,4,6.61971831,NA,NA,7.074829932,NA,NA,7.943262411,NA,NA,7.734375,NA,NA,NA,Cicer arietinum,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Jin et al. 2012,Nutrient Ratio,Leaf NP ratio,unitless,350,550,ppm,5,21,mg P kg-1 soil,4,11.06951872,NA,NA,7.076923077,NA,NA,11.42076503,NA,NA,6.102564103,NA,NA,NA,Pisum sativum ,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Jin et al. 2012,Nutrient Ratio,Leaf NP ratio,unitless,350,550,ppm,7,21,mg P kg-1 soil,4,9.897959184,NA,NA,7.076923077,NA,NA,9.179487179,NA,NA,6.102564103,NA,NA,NA,Pisum sativum ,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Jin et al. 2012,Nutrient Ratio,Leaf NP ratio,unitless,350,550,ppm,9,21,mg P kg-1 soil,4,7.936507937,NA,NA,7.076923077,NA,NA,7.989417989,NA,NA,6.102564103,NA,NA,NA,Pisum sativum ,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Jin et al. 2012,Nutrient Ratio,Leaf NP ratio,unitless,350,550,ppm,13,21,mg P kg-1 soil,4,7.474226804,NA,NA,7.076923077,NA,NA,7.135416667,NA,NA,6.102564103,NA,NA,NA,Pisum sativum ,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Newbery et al. 1995,Nutrient Ratio,Leaf NP ratio,unitless,358,608,ppm,2,30,mg L-1,9,9.142857172,10.13043474,8.454545455,2.996661102,3.051948052,2.951441578,10.71748884,11.28078812,10.24691358,3.11713456,3.231899265,3.018867925,SE,Agrostis capillaris,Nonwoody,NA,NA,NA,NA,161,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Newbery et al. 1995,Nutrient Ratio,Leaf NP ratio,unitless,358,608,ppm,10,30,mg L-1,9,5.119705343,5.228628222,5.025728998,2.996661102,3.051948052,2.951441578,4.772727273,4.978165928,4.615384623,3.11713456,3.231899265,3.018867925,SE,Agrostis capillaris,Nonwoody,NA,NA,NA,NA,161,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Syvertsen and Graham 1999,Nutrient Ratio,Leaf NP ratio,unitless,350,710,ppm,0,2,mM P,6,23.83783624,NA,NA,14.00000067,NA,NA,21.69999161,NA,NA,19.91112007,NA,NA,NA,Citrus aurantium,Woody,NA,NA,0.0135,dm3,91,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Syvertsen and Graham 1999,Nutrient Ratio,Leaf NP ratio,unitless,350,710,ppm,0,2,mM P,6,28.37838692,NA,NA,15.77465074,NA,NA,23.45001627,NA,NA,14.77777402,NA,NA,NA,Citrus aurantium,Woody,NA,NA,0.0135,dm3,91,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Whitehead et al. 1997,Nutrient Ratio,Leaf NP ratio,unitless,355,539,ppm,0,20,kg P ha-1 yr-1,5,7.153846154,NA,NA,1.805555556,NA,NA,5.055555556,NA,NA,1.5,NA,NA,SE,Calluna vulgaris,Nonwoody,NA,NA,NA,NA,86,Days,Soudzilovshaia et al. 2019,ERM,restricted,chambers
Whitehead et al. 1997,Nutrient Ratio,Leaf NP ratio,unitless,355,539,ppm,0,20,kg P ha-1 yr-1,5,9.48,NA,NA,1.797468354,NA,NA,20.9,NA,NA,1.296875,NA,NA,SE,Calluna vulgaris,Nonwoody,NA,NA,NA,NA,208,Days,Soudzilovshaia et al. 2019,ERM,restricted,chambers
Whitehead et al. 1997,Nutrient Ratio,Leaf NP ratio,unitless,355,539,ppm,0,20,kg P ha-1 yr-1,5,86.66666667,NA,NA,7.764705882,NA,NA,72.75,NA,NA,11.89473684,NA,NA,SE,Pteridium aquilinum,Nonwoody,NA,NA,NA,NA,88,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Whitehead et al. 1997,Nutrient Ratio,Leaf NP ratio,unitless,355,539,ppm,0,20,kg P ha-1 yr-1,5,26.8,NA,NA,5.615384615,NA,NA,42.8,NA,NA,6.631578947,NA,NA,SE,Pteridium aquilinum,Nonwoody,NA,NA,NA,NA,161,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Almeida et al. 1999,Nutrient Uptake,Plant P uptake,mg P g-1 root,350,700,ppm,0.0027,2,mM P,4,2.916666667,NA,NA,29.35691318,NA,NA,2.97029703,NA,NA,37.34693878,NA,NA,NA,Trifolium repens,Nonwoody,NA,NA,0.00875,dm3,30,Days,Soudzilovshaia et al. 2019,AM,Restricted,Chambers
Almeida et al. 1999,Nutrient Uptake,Plant P uptake,mg P g-1 root,350,700,ppm,0.075,2,mM P,4,4.383116883,NA,NA,29.35691318,NA,NA,5.592592593,NA,NA,37.34693878,NA,NA,NA,Trifolium repens,Nonwoody,NA,NA,0.00875,dm3,30,Days,Soudzilovshaia et al. 2019,AM,Restricted,Chambers
Almeida et al. 1999,Nutrient Uptake,Plant P uptake,mg P g-1 root,350,700,ppm,0.67,2,mM P,4,25.87628866,NA,NA,29.35691318,NA,NA,21.22093023,NA,NA,37.34693878,NA,NA,NA,Trifolium repens,Nonwoody,NA,NA,0.00875,dm3,30,Days,Soudzilovshaia et al. 2019,AM,Restricted,Chambers
Campbell and Sage 2002,Nutrient Uptake,Plant P uptake,mg P g-1 root,410,750,ppm,0.00002139,0.00777139,g P,3,17.77777778,21.42857143,15.45454545,1111.111111,1284.615385,1013.043478,14.54545455,19.875,11.5,781.4814815,942.1052632,694.2857143,SE,Lupinus albus,Nonwoody,NA,NA,32,L,22,Days,Soudzilovshaia et al. 2019,NM,Restricted,Chambers
Imai and Adachi 1996,Nutrient Uptake,Plant P uptake,ug P mg root-1,350,700,ppm,0.6,6,uM,4,2.60224,NA,NA,78.90032877,NA,NA,2.216245614,NA,NA,64.57733333,NA,NA,NA,Oryza sativa,Nonwoody,NA,NA,12,L,20,Days,Soudzilovshaia et al. 2019,NM-AM,restricted,chambers
Imai and Adachi 1996,Nutrient Uptake,Plant P uptake,ug P mg root-1,350,700,ppm,6,60,uM,4,9.010183099,NA,NA,78.90032877,NA,NA,6.873428571,NA,NA,64.57733333,NA,NA,NA,Oryza sativa,Nonwoody,NA,NA,12,L,20,Days,Soudzilovshaia et al. 2019,NM-AM,restricted,chambers
Imai and Adachi 1996,Nutrient Uptake,Plant P uptake,ug P mg root-1,350,700,ppm,60,600,uM,4,30.4224,NA,NA,78.90032877,NA,NA,26.05877477,NA,NA,64.57733333,NA,NA,NA,Oryza sativa,Nonwoody,NA,NA,12,L,20,Days,Soudzilovshaia et al. 2019,NM-AM,restricted,chambers
Jin et al. 2012,Nutrient Uptake,Plant P uptake,mg P g-1 root,350,550,ppm,5,21,mg P kg-1 soil,4,2.173076923,NA,NA,6.051724138,NA,NA,2.120689655,NA,NA,6.406666667,NA,NA,NA,Cicer arietinum,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Jin et al. 2012,Nutrient Uptake,Plant P uptake,mg P g-1 root,350,550,ppm,7,21,mg P kg-1 soil,4,3.577464789,NA,NA,6.051724138,NA,NA,3.162790698,NA,NA,6.406666667,NA,NA,NA,Cicer arietinum,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Jin et al. 2012,Nutrient Uptake,Plant P uptake,mg P g-1 root,350,550,ppm,9,21,mg P kg-1 soil,4,4.395061728,NA,NA,6.051724138,NA,NA,4.047169811,NA,NA,6.406666667,NA,NA,NA,Cicer arietinum,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Jin et al. 2012,Nutrient Uptake,Plant P uptake,mg P g-1 root,350,550,ppm,13,21,mg P kg-1 soil,4,4.685185185,NA,NA,6.051724138,NA,NA,5.328,NA,NA,6.406666667,NA,NA,NA,Cicer arietinum,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
Jin et al. 2012,Nutrient Uptake,Plant P uptake,mg P g-1 root,350,550,ppm,5,21,mg P kg-1 soil,4,6.714285714,NA,NA,18.9375,NA,NA,5.925925926,NA,NA,21.27272727,NA,NA,NA,Pisum sativum ,Nonwoody,8000,g,0.471238898,dm3,63,Days,Soudzilovshaia et al. 2019,AM,restricted,FACE
